player_fifa_api_id,player_name,height,weight,aggression,interceptions,vision,long_passing,jumping,heading_accuracy,overall_rating,preferred_foot,ball_control,balance,strength,stamina,MAX(p.date)
657,David Vaughan,167.64,154,73,64,70,75,74,58,68,left,73,90,57,42,2016-03-03 00:00:00
684,Mark Schwarzer,193.04,209,40,22,31,23,55,14,73,right,17,43,70,19,2016-04-07 00:00:00
694,Cyril Jeunechamp,177.8,150,87,69,54,59,68,71,66,right,65,71,65,53,2014-04-25 00:00:00
722,Michael Tarnat,185.42,192,78,82,,80,,71,73,left,76,,73,62,2008-08-30 00:00:00
760,Cosmin Contra,180.34,163,76,66,71,68,63,55,69,right,71,74,71,60,2010-08-30 00:00:00
766,Nico van Kerckhoven,190.5,183,66,77,,65,,71,65,left,61,,69,67,2009-08-30 00:00:00
768,Felipe,187.96,165,66,79,51,66,70,71,73,left,70,71,67,55,2016-04-14 00:00:00
805,Jens Lehmann,190.5,192,78,81,,75,,21,79,right,22,,74,55,2010-02-22 00:00:00
806,Mathias Schober,190.5,207,50,23,34,23,63,16,68,left,12,31,81,54,2012-02-22 00:00:00
838,Barry Nicholson,170.18,128,39,55,58,61,75,63,61,right,63,85,46,75,2014-02-28 00:00:00
853,Christian Amoroso,175.26,141,87,84,,74,,49,70,left,79,,72,80,2009-08-30 00:00:00
889,Jody Morris,165.1,141,70,52,67,66,84,36,64,right,71,93,58,73,2012-08-31 00:00:00
899,Frank Rost,193.04,203,74,21,30,32,71,11,74,right,24,35,67,29,2011-08-30 00:00:00
942,Christian Vieri,185.42,181,63,77,,38,,86,76,left,72,,81,69,2009-02-22 00:00:00
953,Luigi Sala,182.88,168,70,70,54,40,72,66,65,right,50,74,76,60,2011-02-22 00:00:00
965,Nicola Ventola,185.42,176,51,20,73,49,71,64,62,right,54,70,69,60,2010-08-30 00:00:00
1041,Javier Zanetti,177.8,165,59,81,69,76,49,46,75,right,85,90,77,55,2014-03-21 00:00:00
1046,Jerome Rothen,177.8,163,58,62,85,72,40,35,71,left,72,74,63,57,2013-09-20 00:00:00
1075,Alessandro Del Piero,175.26,163,61,39,80,64,34,50,70,right,82,63,34,30,2014-04-18 00:00:00
1085,Giuseppe Favalli,180.34,170,78,88,,70,,75,75,left,70,,68,62,2010-02-22 00:00:00
1088,Alessandro Nesta,187.96,174,67,76,55,62,74,71,73,right,70,51,74,33,2013-10-11 00:00:00
1099,Marco Di Vaio,180.34,172,50,39,63,54,70,68,74,right,75,74,65,57,2014-09-26 00:00:00
1102,Carlo Cudicini,185.42,176,36,21,25,25,64,25,66,right,25,57,70,35,2014-01-17 00:00:00
1109,Paolo Maldini,185.42,187,76,95,,70,,85,77,right,76,,62,54,2009-02-22 00:00:00
1111,Christian Panucci,182.88,161,74,77,,67,,88,78,right,69,,73,70,2009-08-30 00:00:00
1131,Roberto Fabian Ayala,177.8,165,84,75,,58,,85,77,right,62,,81,67,2010-02-22 00:00:00
1173,Nicola Amoruso,182.88,172,56,22,66,48,72,72,67,right,68,68,66,60,2011-02-22 00:00:00
1175,Steve Finnan,182.88,179,70,80,,62,,75,75,right,70,,73,71,2009-08-30 00:00:00
1177,Frank Fahrenhorst,190.5,170,68,61,66,55,81,77,67,right,43,73,76,71,2011-02-22 00:00:00
1178,Paolo Cannavaro,185.42,183,78,80,50,68,80,78,75,right,60,50,76,49,2015-09-21 00:00:00
1179,Gianluigi Buffon,193.04,201,38,20,50,35,75,13,84,right,25,49,63,39,2016-04-07 00:00:00
1183,Fabio Cannavaro,175.26,165,81,93,,74,,87,82,right,71,,79,68,2010-02-22 00:00:00
1184,Marcello Castellini,185.42,168,72,61,,35,,73,69,right,45,,72,74,2009-02-22 00:00:00
1198,Filippo Inzaghi,180.34,163,43,15,57,34,74,77,73,right,65,65,30,31,2012-02-22 00:00:00
1210,Massimo Donati,187.96,174,79,75,64,69,71,71,69,right,68,55,71,63,2016-04-07 00:00:00
1219,Christian Abbiati,190.5,203,35,15,34,35,72,12,75,right,20,52,66,34,2016-04-14 00:00:00
1221,Pedro Alves,187.96,176,63,52,,71,,21,66,right,24,,60,55,2009-02-22 00:00:00
1222,Marco Paulo,180.34,168,68,68,,54,,63,61,right,58,,75,72,2008-08-30 00:00:00
1229,Carlos Fernandes,187.96,172,64,63,65,62,65,59,65,left,63,72,65,70,2010-08-30 00:00:00
1235,Mancini,182.88,172,64,70,72,57,58,45,72,right,75,57,71,67,2013-02-15 00:00:00
1238,Francesco Totti,180.34,181,69,24,90,85,34,42,79,right,90,60,75,54,2016-05-05 00:00:00
1256,Clarence Seedorf,177.8,176,40,53,86,86,73,48,82,right,88,75,80,72,2013-09-13 00:00:00
1257,Claudio Bellucci,172.72,154,60,30,74,55,58,56,69,right,70,68,64,69,2011-02-22 00:00:00
1275,Francesco Cozza,180.34,161,64,77,,76,,49,74,right,77,,66,60,2009-08-30 00:00:00
1277,Daniele Franceschini,177.8,161,70,78,,74,,63,73,left,75,,69,76,2010-02-22 00:00:00
1283,Yildiray Basturk,170.18,152,63,72,,75,,41,74,right,80,,59,66,2010-02-22 00:00:00
1289,Sebastian Frey,190.5,198,27,25,25,32,61,25,70,right,28,39,62,31,2015-07-03 00:00:00
1323,Aimo Stefano Diana,175.26,163,60,53,54,55,66,69,59,right,68,63,62,66,2011-02-22 00:00:00
1373,Cyril Rool,175.26,159,94,62,,74,,59,75,left,72,,83,86,2010-02-22 00:00:00
1393,Erik Nevland,177.8,154,54,43,68,53,76,67,65,right,74,81,66,61,2012-08-31 00:00:00
1408,David Jemmali,185.42,174,70,69,,50,,73,69,right,72,,72,69,2009-08-30 00:00:00
1412,Ryan Nelsen,182.88,198,84,74,58,56,85,77,74,right,52,58,83,47,2012-08-31 00:00:00
1419,Patrick Vieira,193.04,181,86,83,79,73,78,82,76,right,75,79,84,68,2011-02-22 00:00:00
1443,Yacine Abdessadki,175.26,154,68,60,73,69,81,64,73,right,71,81,67,90,2011-08-30 00:00:00
1479,Sebastian Schindzielorz,180.34,163,82,65,64,53,67,63,65,right,64,66,64,69,2011-08-30 00:00:00
1517,Pascal Cygan,193.04,187,78,82,63,56,52,73,67,left,55,64,85,46,2010-08-30 00:00:00
1518,Steven Milne,170.18,146,57,44,58,47,61,58,59,right,58,72,57,71,2013-04-19 00:00:00
1539,Matteo Ferrari,187.96,185,74,66,50,63,48,73,65,right,55,60,76,53,2014-09-26 00:00:00
1551,Ludovic Giuly,165.1,137,36,40,76,67,34,52,73,right,70,92,34,34,2013-02-15 00:00:00
1565,Maxence Flachez,180.34,170,70,59,,37,,61,65,right,62,,66,60,2008-08-30 00:00:00
1595,Jeff Strasser,190.5,181,68,71,,58,,68,61,right,47,,71,65,2010-02-22 00:00:00
1605,Robert Pires,187.96,176,46,44,88,78,59,58,75,right,82,65,64,48,2011-02-22 00:00:00
1611,Martin Stranzl,190.5,183,82,83,46,59,55,81,80,right,57,44,85,61,2016-03-17 00:00:00
1625,Thierry Henry,187.96,183,61,23,83,62,70,59,79,right,84,56,64,54,2015-07-03 00:00:00
1637,Alex Pinardi,180.34,163,55,50,67,72,49,38,67,right,72,70,64,52,2013-02-15 00:00:00
1647,Philippe Delaye,175.26,146,58,72,,61,,59,65,right,72,,61,68,2009-08-30 00:00:00
1668,Claude Makelele,175.26,154,81,69,83,70,62,52,74,right,75,76,75,68,2011-02-22 00:00:00
1672,Frederic Da Rocha,177.8,159,75,79,,60,,42,68,right,74,,69,73,2010-02-22 00:00:00
1677,Lionel Letizi,187.96,176,52,20,14,17,73,12,72,right,32,21,21,34,2011-02-22 00:00:00
1678,Mateja Kezman,180.34,163,82,45,68,59,73,70,72,right,70,74,70,64,2010-08-30 00:00:00
1731,Kevin Kilbane,182.88,196,64,67,69,68,62,68,64,left,69,57,71,53,2012-08-31 00:00:00
1737,Ulrich Le-Pen,175.26,150,61,73,,68,,61,67,left,75,,65,62,2010-02-22 00:00:00
1742,Jean-Claude Darcheville,172.72,172,65,64,,41,,63,66,right,64,,74,59,2010-02-22 00:00:00
1747,Gregory Coupet,180.34,176,36,22,32,27,72,12,75,right,28,55,63,41,2011-02-22 00:00:00
1777,Olivier Dacourt,177.8,161,78,72,,74,,77,76,right,75,,74,76,2009-02-22 00:00:00
1803,Javier Saviola,167.64,154,45,24,79,54,64,55,75,right,85,90,37,54,2015-10-16 00:00:00
1860,Callum Davidson,177.8,185,62,59,48,58,71,59,59,left,63,71,71,62,2014-03-07 00:00:00
1880,Austin McCann,180.34,181,57,64,49,56,64,66,61,left,57,53,76,59,2012-02-22 00:00:00
1889,Craig Easton,177.8,157,66,47,57,65,74,46,61,right,56,72,73,81,2013-07-12 00:00:00
1983,Stephane Grichting,185.42,176,77,65,40,54,74,75,67,left,50,42,75,30,2015-04-24 00:00:00
2002,Stephen Hughes,180.34,132,61,62,67,62,66,43,63,right,70,71,62,71,2013-04-19 00:00:00
2062,Lee Bowyer,175.26,152,87,62,71,69,72,55,69,right,72,71,66,74,2012-02-22 00:00:00
2091,Fabrice Ehret,182.88,154,64,68,55,64,41,52,63,left,62,61,65,50,2015-01-09 00:00:00
2115,Adil Ramzi,177.8,163,56,43,70,68,76,50,65,right,69,63,72,51,2013-05-17 00:00:00
2116,Johann Vogel,177.8,157,74,73,71,64,70,61,65,left,64,62,74,68,2012-02-22 00:00:00
2128,Tim De Cler,177.8,152,79,65,66,61,65,67,67,left,64,69,72,76,2011-02-22 00:00:00
2135,Cedric van der Gun,175.26,154,44,27,64,52,64,55,67,right,72,73,61,58,2013-09-20 00:00:00
2138,Daniel Cruz,180.34,168,46,31,67,65,55,38,65,right,72,73,62,52,2013-05-31 00:00:00
2141,Mido,187.96,183,69,32,74,48,77,79,69,left,75,68,79,51,2012-08-31 00:00:00
2147,Maarten Stekelenburg,198.12,203,41,26,41,37,55,14,76,right,31,27,77,30,2016-06-09 00:00:00
2151,Brett Emerton,185.42,187,69,37,60,59,70,64,63,right,64,74,71,77,2014-01-03 00:00:00
2152,Santiago Leonardo,170.18,154,63,15,61,40,66,31,67,left,77,86,44,59,2016-01-14 00:00:00
2153,Bonaventure Kalou,182.88,170,43,72,,61,,56,69,right,77,,63,66,2010-02-22 00:00:00
2155,Johan Elmander,187.96,198,78,35,66,60,72,61,67,right,64,47,82,58,2015-12-03 00:00:00
2162,Bas Roorda,193.04,196,22,71,,67,,21,67,right,25,,67,64,2010-02-22 00:00:00
2164,Jerome Colinet,182.88,174,67,57,65,54,64,42,61,left,60,63,64,65,2010-08-30 00:00:00
2172,Kew Jaliens,182.88,150,66,69,46,64,77,48,63,right,50,68,71,64,2015-02-20 00:00:00
2181,Emanuele Belardi,187.96,176,50,22,25,28,70,25,67,right,21,52,65,50,2014-04-11 00:00:00
2196,Roman Weidenfeller,190.5,198,38,13,32,20,69,17,79,left,19,36,76,28,2016-05-12 00:00:00
2204,Rick Hoogendorp,180.34,185,64,66,,53,,65,64,right,62,,65,60,2009-02-22 00:00:00
2208,Matthew Amoah,175.26,159,24,32,65,41,80,65,66,right,66,72,66,55,2014-04-11 00:00:00
2231,Emile Heskey,185.42,205,71,58,67,43,78,71,66,right,72,46,90,33,2015-10-30 00:00:00
2235,Timo Rost,180.34,170,86,65,,68,,72,73,right,68,,82,83,2010-02-22 00:00:00
2264,Raul Tamudo,180.34,163,56,31,71,55,45,58,67,right,67,67,57,40,2015-06-05 00:00:00
2335,Aaron Wilbraham,190.5,159,77,24,68,39,70,78,65,right,65,52,82,53,2016-04-21 00:00:00
2392,Jon Daly,187.96,183,67,48,64,46,54,68,62,right,56,43,92,67,2014-10-24 00:00:00
2431,Alberto Fontana,185.42,161,56,54,,75,,37,77,right,36,,74,76,2009-02-22 00:00:00
2454,Grant Murray,180.34,168,56,52,,51,,62,61,right,57,,66,62,2009-02-22 00:00:00
2488,Zoumana Camara,182.88,168,75,66,52,53,84,74,73,right,63,62,76,54,2015-03-06 00:00:00
2492,Eliseu,175.26,165,87,75,59,64,73,66,77,left,75,71,80,84,2016-04-14 00:00:00
2506,Jason Euell,180.34,170,54,32,62,57,65,65,61,right,64,56,72,49,2012-02-22 00:00:00
2518,Marko Babic,185.42,159,73,54,54,68,54,61,68,left,75,58,71,74,2010-08-30 00:00:00
2572,Marama Vahirua,172.72,150,49,20,77,60,51,54,73,right,76,79,46,63,2012-02-22 00:00:00
2587,Kevin Phillips,170.18,154,32,29,65,51,82,68,67,right,69,86,60,32,2014-02-14 00:00:00
2622,Cristiano Doni,185.42,174,62,33,70,64,65,73,70,right,76,64,63,58,2011-02-22 00:00:00
2629,Alex Neil,175.26,154,72,48,62,60,64,62,59,right,62,71,70,60,2015-01-26 00:00:00
2651,Shay Given,185.42,185,43,27,31,33,73,13,74,right,24,54,57,29,2016-03-17 00:00:00
2655,Baykal Kulaksizoglu,185.42,170,62,57,,53,,55,59,left,62,,65,61,2010-02-22 00:00:00
2742,Ricardo Gardner,175.26,154,67,52,74,71,66,62,69,left,76,78,65,33,2012-02-22 00:00:00
2769,Jose Bosingwa,182.88,154,74,70,65,69,69,68,71,right,74,65,67,68,2016-03-17 00:00:00
2799,Marcus Andreasson,190.5,201,74,69,51,42,47,65,62,right,55,39,88,69,2011-08-30 00:00:00
2823,Luis Boa Morte,180.34,161,61,22,59,65,60,60,66,left,74,69,64,49,2012-02-22 00:00:00
2837,Rory Delap,182.88,165,75,58,62,65,75,73,63,right,68,65,74,54,2013-11-08 00:00:00
2956,Stiliyan Petrov,180.34,170,68,82,76,79,67,70,76,right,79,56,72,52,2013-02-15 00:00:00
2992,Ulrich Rame,187.96,187,64,26,35,19,71,14,65,right,19,36,71,43,2013-05-17 00:00:00
3041,Hasan Salihamidzic,175.26,157,72,69,76,74,74,65,73,right,75,74,67,64,2012-02-22 00:00:00
3078,Nelson,170.18,150,67,72,48,64,83,51,70,right,67,80,70,72,2015-10-16 00:00:00
3081,Ricardo,185.42,176,36,25,25,27,56,25,65,right,34,65,64,34,2014-03-21 00:00:00
3148,Bryan Hughes,175.26,154,51,52,72,61,72,38,59,right,58,69,46,57,2012-02-22 00:00:00
3174,Dean Kiely,185.42,172,75,23,35,12,74,11,63,left,11,38,74,54,2011-02-22 00:00:00
3189,Jean-Michel Lesage,177.8,161,65,43,74,78,63,63,68,left,68,64,71,61,2015-09-21 00:00:00
3216,Lorenzo Stovini,185.42,176,73,75,54,42,64,60,67,right,54,56,76,44,2013-02-15 00:00:00
3235,Jody Craddock,185.42,172,71,65,45,58,57,70,64,left,48,60,73,34,2013-03-22 00:00:00
3246,Diogo Valente,177.8,165,60,43,66,60,66,52,66,left,68,78,63,60,2015-05-08 00:00:00
3264,Paul Hartley,172.72,148,72,68,73,71,54,67,71,right,76,71,74,71,2011-02-22 00:00:00
3281,Tarantini,187.96,172,76,74,74,71,69,80,74,right,75,52,80,79,2016-04-14 00:00:00
3325,Cristian Silvestri,185.42,181,74,75,,64,,74,68,right,64,,70,60,2009-08-30 00:00:00
3337,Cees Paauwe,198.12,203,35,14,26,14,48,12,63,right,24,21,74,49,2012-02-22 00:00:00
3363,Wayne Bridge,180.34,176,71,80,51,75,71,74,71,left,72,72,73,55,2013-09-27 00:00:00
3364,Simon Jentzsch,195.58,214,31,16,15,22,73,14,74,right,18,31,81,31,2013-07-05 00:00:00
3395,Shaun Wright-Phillips,165.1,141,40,39,68,57,83,36,68,right,69,87,33,55,2016-04-28 00:00:00
3448,Steven Pressley,182.88,154,72,70,,57,,80,70,right,58,,77,67,2009-02-22 00:00:00
3455,Marcio Paiva,182.88,185,47,46,,64,,21,66,right,26,,53,59,2009-02-22 00:00:00
3484,John O'Shea,190.5,185,78,77,55,58,61,77,75,right,68,54,77,66,2015-10-16 00:00:00
3492,Pal Dardai,177.8,183,79,69,75,55,69,73,67,right,64,76,71,68,2011-02-22 00:00:00
3563,Damiano Zenoni,185.42,163,70,62,58,60,64,50,65,right,64,66,68,70,2011-02-22 00:00:00
3622,Ricardo Carvalho,182.88,174,84,80,52,65,70,81,78,right,64,63,75,32,2016-04-07 00:00:00
3647,Michael Ballack,187.96,194,82,78,80,81,82,90,80,right,82,64,83,68,2012-02-22 00:00:00
3654,Frank Baumann,187.96,179,71,84,,67,,86,76,right,64,,83,86,2009-02-22 00:00:00
3665,Benjamin Nivet,177.8,165,58,54,81,73,33,58,73,right,78,72,65,59,2016-05-05 00:00:00
3712,Dida,195.58,187,35,25,25,22,71,25,75,left,26,29,64,33,2014-05-09 00:00:00
3721,Nenad Dzodic,187.96,165,66,54,58,67,72,64,66,right,63,57,60,47,2011-08-30 00:00:00
3765,Jose Gaspar,190.5,185,79,72,59,44,59,62,67,right,49,50,81,53,2012-02-22 00:00:00
3772,Eric Deflandre,180.34,176,68,65,,61,,64,64,right,63,,64,61,2008-08-30 00:00:00
3790,Jose Carlos Nunes,185.42,179,74,73,51,58,67,79,70,right,57,49,80,52,2013-10-11 00:00:00
3801,Robert Kovac,182.88,172,82,80,,55,,75,74,right,51,,76,71,2009-08-30 00:00:00
3813,Mickael Landreau,182.88,185,24,26,25,36,70,25,81,right,27,43,68,44,2014-01-17 00:00:00
3869,Willy Grondin,177.8,172,48,54,,59,,21,57,right,24,,56,48,2010-02-22 00:00:00
3912,Louis Saha,185.42,152,55,22,66,41,72,76,76,left,80,54,73,47,2013-04-26 00:00:00
3973,Tomislav Sokota,182.88,174,66,62,,56,,66,64,left,64,,80,63,2010-02-22 00:00:00
3974,Jose Moreira,185.42,183,39,22,31,33,81,12,72,right,28,45,63,47,2011-08-30 00:00:00
4001,Cesar Sanchez,185.42,181,62,20,43,11,62,12,75,right,32,60,62,46,2012-02-22 00:00:00
4006,Miguel,177.8,172,77,79,61,69,67,54,75,right,75,72,78,71,2012-02-22 00:00:00
4077,Simao,170.18,141,66,31,76,71,69,55,74,right,80,78,45,48,2014-04-11 00:00:00
4083,Petit,175.26,159,85,82,67,72,67,62,74,right,70,67,67,52,2012-02-22 00:00:00
4086,Ricardo Rocha,182.88,176,73,69,57,57,65,68,65,right,46,60,77,55,2013-02-15 00:00:00
4098,Tiago,182.88,157,83,71,82,83,76,75,80,right,84,56,76,67,2016-05-05 00:00:00
4105,Hakan Yakin,180.34,174,57,45,83,64,65,55,73,left,75,71,70,55,2011-08-30 00:00:00
4110,Jean-Sebastien Jaures,175.26,168,60,62,63,60,63,59,67,left,67,68,67,71,2010-08-30 00:00:00
4111,Richard Dunne,187.96,209,84,75,36,35,75,71,75,right,49,34,91,34,2014-12-05 00:00:00
4114,Arek Radomski,177.8,170,88,78,63,70,59,66,63,right,53,74,66,51,2012-02-22 00:00:00
4155,"Neil McCann,22",180.34,143,53,70,,64,,56,65,left,65,,69,61,2008-08-30 00:00:00
4173,Jackie McNamara,175.26,143,62,81,,52,,54,60,right,62,,63,49,2010-02-22 00:00:00
4190,Gary Naysmith,177.8,161,70,62,53,51,72,60,61,left,61,70,71,70,2013-02-22 00:00:00
4202,Gennaro Gattuso,177.8,170,91,82,70,72,54,45,78,right,66,82,82,70,2013-05-17 00:00:00
4205,Nuno Gomes,180.34,159,62,35,66,59,70,73,69,right,71,68,69,33,2013-04-12 00:00:00
4238,Danny Higginbotham,185.42,172,74,74,46,56,72,73,65,left,56,62,81,56,2013-05-10 00:00:00
4240,Colin Healy,180.34,181,66,64,69,64,70,66,62,right,68,70,72,46,2016-03-10 00:00:00
4246,Alan Combe,185.42,172,52,25,42,18,66,12,58,right,13,50,62,32,2013-05-10 00:00:00
4323,Paul Gallacher,182.88,174,35,24,36,13,67,19,62,right,19,54,63,34,2015-11-12 00:00:00
4353,Peter Luccin,180.34,165,84,63,51,64,55,64,63,right,63,65,65,51,2014-11-14 00:00:00
4360,Darren Dods,185.42,183,63,59,48,51,64,66,62,right,51,72,68,61,2011-02-22 00:00:00
4381,Godfried Aduobe,177.8,157,73,66,66,62,73,60,66,right,60,71,74,78,2011-02-22 00:00:00
4421,Steven McGarry,175.26,172,41,45,76,49,62,55,60,right,60,57,73,59,2014-01-03 00:00:00
4459,Francesco Toldo,195.58,198,78,71,,75,,21,76,right,40,,76,52,2010-02-22 00:00:00
4495,Roberto Baronio,180.34,163,65,86,,84,,68,74,right,78,,69,76,2010-02-22 00:00:00
4498,Antonio Filippini,167.64,146,70,65,68,72,60,42,67,right,72,61,55,68,2011-02-22 00:00:00
4505,Sergio Volpi,175.26,152,63,58,72,72,59,50,66,right,70,68,66,57,2011-02-22 00:00:00
4514,Christian Brocchi,170.18,154,85,75,67,78,67,59,73,right,74,86,69,47,2013-06-07 00:00:00
4556,Cristiano Lucarelli,187.96,183,64,24,68,55,77,85,74,right,75,49,80,36,2012-02-22 00:00:00
4596,Massimo Marazzina,180.34,154,67,69,,31,,68,67,right,67,,65,52,2010-02-22 00:00:00
4600,Fabio Galante,185.42,176,68,72,,51,,69,68,right,60,,73,56,2009-08-30 00:00:00
4633,Hermann Hreidarsson,190.5,181,79,73,58,55,62,76,63,left,59,46,82,52,2012-02-22 00:00:00
4667,Morgan De Sanctis,190.5,181,35,14,35,24,76,11,77,right,22,43,62,23,2016-02-18 00:00:00
4695,Andrew O'Brien,190.5,163,75,70,52,64,55,76,68,right,59,56,76,63,2014-11-14 00:00:00
4724,Nicola Legrottaglie,187.96,187,70,80,50,55,66,78,70,right,48,52,78,34,2014-05-02 00:00:00
4731,Simone Perrotta,177.8,159,78,68,72,72,68,70,72,right,74,70,66,67,2013-07-12 00:00:00
4732,Jeremie Brechet,187.96,176,67,67,54,64,64,71,69,left,63,47,75,54,2016-02-25 00:00:00
4739,Antonio Chimenti,182.88,183,68,50,,70,,27,70,right,31,,60,55,2010-02-22 00:00:00
4769,Adailton,175.26,161,60,73,,66,,65,73,left,74,,69,65,2010-02-22 00:00:00
4806,Cedric Barbosa,177.8,159,72,47,76,76,63,67,70,right,75,70,63,53,2016-03-03 00:00:00
4832,Marco Marchionni,172.72,157,68,55,73,74,63,52,69,right,75,80,57,55,2016-03-10 00:00:00
4858,Edouard Cisse,185.42,168,78,77,74,64,77,73,74,right,74,57,76,76,2012-02-22 00:00:00
4864,Ronan Le Crom,185.42,170,26,26,34,16,67,14,67,right,22,40,68,33,2012-08-31 00:00:00
4873,David Sommeil,177.8,165,66,57,,43,,71,68,right,52,,74,70,2009-02-22 00:00:00
4985,Jerome Leroy,185.42,165,42,45,68,67,64,58,64,right,66,57,57,43,2015-07-03 00:00:00
4999,Jamie Langfield,193.04,183,25,21,25,36,66,25,65,left,25,37,63,28,2014-03-07 00:00:00
5047,Arnaud Le Lan,170.18,132,74,68,51,70,62,64,67,left,67,83,41,53,2013-05-10 00:00:00
5060,Mickael Pagis,180.34,183,72,76,,73,,74,74,right,81,,73,70,2010-02-22 00:00:00
5099,Gianluca Zambrotta,180.34,168,80,76,74,74,67,68,76,right,78,66,72,60,2012-02-22 00:00:00
5112,Gregory Wimbee,193.04,194,20,23,31,11,64,10,71,right,21,51,67,59,2011-02-22 00:00:00
5134,Damien Gregorini,193.04,198,25,27,25,31,54,25,66,right,31,21,64,31,2013-09-20 00:00:00
5138,Rab Douglas,190.5,207,41,26,38,16,65,8,61,right,10,43,78,53,2013-04-19 00:00:00
5171,Diego Rodolfo Placente,175.26,159,74,58,,58,,49,66,left,67,,71,73,2009-08-30 00:00:00
5203,Massimo Oddo,182.88,168,60,68,62,80,58,60,71,right,76,64,66,52,2012-02-22 00:00:00
5208,Rudy Riou,185.42,172,32,16,43,21,56,8,69,right,22,57,62,31,2016-02-11 00:00:00
5213,Alessandro Gamberini,185.42,176,75,81,26,60,78,78,77,right,56,66,78,64,2015-09-21 00:00:00
